id	feature	auc	p_value	p_adjusted	cohens_d	n_pos	n_neg	ci_lower	ci_upper	status	description
49	rmssd_21d_autocorr	0.5375	0.145854	0.0	0.613	85	128	0.4546	0.6236	PENDING	Does rmssd_21d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
50	rmssd_21d_autocorr	0.5375	0.145854	0.0	0.613	85	128	0.465	0.61	PENDING	Does rmssd_21d_autocorr predict PHQ-9 increased from baseline?
51	rmssd_28d_mean	0.0586	0.413586	0.0	0.3946	21	26	0.0	0.15	PENDING	Does rmssd_28d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
52	rmssd_28d_mean	0.0586	0.426573	0.0	0.3946	21	26	0.0	0.1491	PENDING	Does rmssd_28d_mean predict PHQ-9 increased from baseline?
53	rmssd_28d_std	0.0385	0.737263	0.0	0.1662	21	26	0.0	0.1	PENDING	Does rmssd_28d_std predict PHQ-9 ≥ 5 (mild+ depression)?
54	rmssd_28d_std	0.0385	0.752248	0.0	0.1662	21	26	0.0	0.1056	PENDING	Does rmssd_28d_std predict PHQ-9 increased from baseline?
55	rmssd_28d_cv	0.0952	0.99001	0.0	0.0077	21	26	0.0038	0.213	PENDING	Does rmssd_28d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
56	rmssd_28d_cv	0.0952	0.979021	0.0	0.0077	21	26	0.0057	0.2082	PENDING	Does rmssd_28d_cv predict PHQ-9 increased from baseline?
57	rmssd_28d_slope	0.0293	0.814186	0.0	0.1416	21	26	0.0	0.0809	PENDING	Does rmssd_28d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
58	rmssd_28d_slope	0.0293	0.751249	0.0	0.1416	21	26	0.0	0.0818	PENDING	Does rmssd_28d_slope predict PHQ-9 increased from baseline?
59	rmssd_28d_autocorr	0.0	0.213786	0.0	0.6245	21	26	0.0	0.0	PENDING	Does rmssd_28d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
60	rmssd_28d_autocorr	0.0	0.207792	0.0	0.6245	21	26	0.0	0.0	PENDING	Does rmssd_28d_autocorr predict PHQ-9 increased from baseline?
61	hr_3d_mean	0.4315	0.24975	0.0	0.3474	371	737	0.3985	0.4673	PENDING	Does hr_3d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
62	hr_3d_mean	0.4315	0.237762	0.0	0.3474	371	737	0.3974	0.4681	PENDING	Does hr_3d_mean predict PHQ-9 increased from baseline?
63	hr_3d_std	0.3358	0.171828	0.0	0.424	371	737	0.2987	0.3739	PENDING	Does hr_3d_std predict PHQ-9 ≥ 5 (mild+ depression)?
64	hr_3d_std	0.3358	0.157842	0.0	0.424	371	737	0.3	0.3741	PENDING	Does hr_3d_std predict PHQ-9 increased from baseline?
65	hr_3d_cv	0.2942	0.245754	0.0	0.3411	371	737	0.2602	0.3322	PENDING	Does hr_3d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
66	hr_3d_cv	0.2942	0.254745	0.0	0.3411	371	737	0.2586	0.331	PENDING	Does hr_3d_cv predict PHQ-9 increased from baseline?
67	hr_3d_slope	0.2541	0.003996	0.0	0.9506	371	737	0.2216	0.2862	PENDING	Does hr_3d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
68	hr_3d_slope	0.2541	0.003996	0.0	0.9506	371	737	0.2238	0.2876	PENDING	Does hr_3d_slope predict PHQ-9 increased from baseline?
69	hr_3d_autocorr	0.016	0.33966	0.0	0.2943	371	737	0.0104	0.0228	PENDING	Does hr_3d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
70	hr_3d_autocorr	0.016	0.326673	0.0	0.2943	371	737	0.0103	0.0226	PENDING	Does hr_3d_autocorr predict PHQ-9 increased from baseline?
71	hr_5d_mean	0.3964	0.206793	0.0	0.3728	319	617	0.3599	0.4343	PENDING	Does hr_5d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
72	hr_5d_mean	0.3964	0.220779	0.0	0.3728	319	617	0.361	0.4325	PENDING	Does hr_5d_mean predict PHQ-9 increased from baseline?
73	hr_5d_std	0.3124	0.166833	0.0	0.4319	319	617	0.2758	0.3491	PENDING	Does hr_5d_std predict PHQ-9 ≥ 5 (mild+ depression)?
74	hr_5d_std	0.3124	0.164835	0.0	0.4319	319	617	0.2727	0.3514	PENDING	Does hr_5d_std predict PHQ-9 increased from baseline?
75	hr_5d_cv	0.2421	0.304695	0.0	0.3194	319	617	0.2067	0.2756	PENDING	Does hr_5d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
76	hr_5d_cv	0.2421	0.306693	0.0	0.3194	319	617	0.2099	0.2756	PENDING	Does hr_5d_cv predict PHQ-9 increased from baseline?
77	hr_5d_slope	0.1521	0.158841	0.0	0.4281	319	617	0.1244	0.1801	PENDING	Does hr_5d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
78	hr_5d_slope	0.1521	0.152847	0.0	0.4281	319	617	0.1251	0.1799	PENDING	Does hr_5d_slope predict PHQ-9 increased from baseline?
79	hr_5d_autocorr	0.0108	0.336663	0.0	0.3071	319	617	0.0064	0.0159	PENDING	Does hr_5d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
80	hr_5d_autocorr	0.0108	0.302697	0.0	0.3071	319	617	0.0062	0.0161	PENDING	Does hr_5d_autocorr predict PHQ-9 increased from baseline?
81	hr_7d_mean	0.3363	0.151848	0.0	0.4413	278	514	0.3	0.3754	PENDING	Does hr_7d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
82	hr_7d_mean	0.3363	0.150849	0.0	0.4413	278	514	0.2999	0.3752	PENDING	Does hr_7d_mean predict PHQ-9 increased from baseline?
83	hr_7d_std	0.263	0.127872	0.0	0.4919	278	514	0.2257	0.3024	PENDING	Does hr_7d_std predict PHQ-9 ≥ 5 (mild+ depression)?
84	hr_7d_std	0.263	0.113886	0.0	0.4919	278	514	0.2252	0.3013	PENDING	Does hr_7d_std predict PHQ-9 increased from baseline?
85	hr_7d_cv	0.1749	0.255744	0.0	0.3567	278	514	0.1442	0.2066	PENDING	Does hr_7d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
86	hr_7d_cv	0.1749	0.234765	0.0	0.3567	278	514	0.1462	0.2087	PENDING	Does hr_7d_cv predict PHQ-9 increased from baseline?
87	hr_7d_slope	0.1308	0.070929	0.0	0.5335	278	514	0.1038	0.1609	PENDING	Does hr_7d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
88	hr_7d_slope	0.1308	0.081918	0.0	0.5335	278	514	0.1041	0.1582	PENDING	Does hr_7d_slope predict PHQ-9 increased from baseline?
89	hr_7d_autocorr	0.27	0.283716	0.0	0.3325	278	514	0.2348	0.3066	PENDING	Does hr_7d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
90	hr_7d_autocorr	0.27	0.288711	0.0	0.3325	278	514	0.2361	0.3044	PENDING	Does hr_7d_autocorr predict PHQ-9 increased from baseline?
91	hr_14d_mean	0.0331	0.485514	0.0	0.2392	169	277	0.0195	0.0499	PENDING	Does hr_14d_mean predict PHQ-9 ≥ 5 (mild+ depression)?
92	hr_14d_mean	0.0331	0.463536	0.0	0.2392	169	277	0.0184	0.0509	PENDING	Does hr_14d_mean predict PHQ-9 increased from baseline?
93	hr_14d_std	0.04	0.230769	0.0	0.3896	169	277	0.0194	0.0639	PENDING	Does hr_14d_std predict PHQ-9 ≥ 5 (mild+ depression)?
94	hr_14d_std	0.04	0.251748	0.0	0.3896	169	277	0.0196	0.0633	PENDING	Does hr_14d_std predict PHQ-9 increased from baseline?
95	hr_14d_cv	0.0164	0.416583	0.0	0.3036	169	277	0.0047	0.0323	PENDING	Does hr_14d_cv predict PHQ-9 ≥ 5 (mild+ depression)?
96	hr_14d_cv	0.0164	0.357642	0.0	0.3036	169	277	0.0051	0.0304	PENDING	Does hr_14d_cv predict PHQ-9 increased from baseline?
97	hr_14d_slope	0.4056	0.14985	0.0	0.5103	169	277	0.3493	0.4628	PENDING	Does hr_14d_slope predict PHQ-9 ≥ 5 (mild+ depression)?
98	hr_14d_slope	0.4056	0.144855	0.0	0.5103	169	277	0.3518	0.4615	PENDING	Does hr_14d_slope predict PHQ-9 increased from baseline?
99	hr_14d_autocorr	0.274	0.23976	0.0	0.431	169	277	0.2242	0.3225	PENDING	Does hr_14d_autocorr predict PHQ-9 ≥ 5 (mild+ depression)?
100	hr_14d_autocorr	0.274	0.201798	0.0	0.431	169	277	0.2296	0.3195	PENDING	Does hr_14d_autocorr predict PHQ-9 increased from baseline?
